old_symbol	new_symbol
CRLF1	CRLF1
CLF-1	CRLF1
CLF	CRLF1
CISS	CRLF1
CISS1	CRLF1
CRLF2	CRLF2
CRL2	CRLF2
TSLPR	CRLF2
CRLF3	CRLF3
CREME9	CRLF3
CYTOR4	CRLF3
CRLS1	CRLS1
dJ967N21.6	CRLS1
CLS1	CRLS1
GCD10	CRLS1
C20orf155	CRLS1
CRMP1	CRMP1
DRP-1	CRMP1
DPYSL1	CRMP1
CRNKL1	CRNKL1
CRN	CRNKL1
CLF	CRNKL1
SYF3	CRNKL1
Clf1	CRNKL1
CRNN	CRNN
SEP53	CRNN
C1orf10	CRNN
CROCC	CROCC
rootletin	CROCC
ROLT	CROCC
CROCC2	CROCC2
CROT	CROT
COT	CROT
CRP	CRP
PTX1	CRP
CRTAC1	CRTAC1
FLJ10320	CRTAC1
CEP-68	CRTAC1
ASPIC1	CRTAC1
CRTAM	CRTAM
CD355	CRTAM
CRTAP	CRTAP
CASP	CRTAP
LEPREL3	CRTAP
P3H5	CRTAP
CRTC1	CRTC1
KIAA0616	CRTC1
FLJ14027	CRTC1
TORC1	CRTC1
MECT1	CRTC1
CRTC2	CRTC2
TORC2	CRTC2
CRTC3	CRTC3
FLJ21868	CRTC3
CRX	CRX
CRD	CRX
LCA7	CRX
OTX3	CRX
CORD2	CRX
CRY1	CRY1
PHLL1	CRY1
CRY2	CRY2
CRYAA	CRYAA
HSPB4	CRYAA
CRYA1	CRYAA
CRYAA2	CRYAA2
CRYAB	CRYAB
HSPB5	CRYAB
CRYA2	CRYAB
CRYBA1	CRYBA1
CRYB1	CRYBA1
CRYBA2	CRYBA2
CRYBA4	CRYBA4
CRYBB1	CRYBB1
CRYBB2	CRYBB2
CCA2	CRYBB2
CRYB2A	CRYBB2
CRYB2	CRYBB2
CRYBB3	CRYBB3
CRYB3	CRYBB3
CRYBG1	CRYBG1
ST4	CRYBG1
AIM1	CRYBG1
CRYBG2	CRYBG2
FLJ38020	CRYBG2
AIM1L	CRYBG2
CRYBG3	CRYBG3
DKFZp667G2110	CRYBG3
CRYGA	CRYGA
CRYG5	CRYGA
CRY-g-A	CRYGA
CRYG1	CRYGA
CRYGB	CRYGB
CRYG2	CRYGB
CRYGC	CRYGC
CRYG3	CRYGC
CRYGD	CRYGD
CRYG4	CRYGD
CRYGN	CRYGN
CRYGS	CRYGS
CRYG8	CRYGS
CRYL1	CRYL1
GDH	CRYL1
lambda-CRY	CRYL1
MGC149525	CRYL1
MGC149526	CRYL1
CRYM	CRYM
DFNA40	CRYM
CRYZ	CRYZ
CRYZL1	CRYZL1
QOH-1	CRYZL1
4P11	CRYZL1
CS	CS
CSAD	CSAD
PCAP	CSAD
CSD	CSAD
CSAG1	CSAG1
CSAGE	CSAG1
CT24.1	CSAG1
CSDC2	CSDC2
PIPPin	CSDC2
CSDE1	CSDE1
D1S155E	CSDE1
UNR	CSDE1
CSE1L	CSE1L
CAS	CSE1L
XPO2	CSE1L
CSE1	CSE1L
CSF1	CSF1
M-CSF	CSF1
MCSF	CSF1
MGC31930	CSF1
CSF1R	CSF1R
C-FMS	CSF1R
CSFR	CSF1R
CD115	CSF1R
FMS	CSF1R
CSF2	CSF2
GM-CSF	CSF2
GMCSF	CSF2
CSF2RA	CSF2RA
CD116	CSF2RA
alphaGMR	CSF2RA
CSF2R	CSF2RA
CSF2RB	CSF2RB
IL5RB	CSF2RB
CD131	CSF2RB
betaGMR	CSF2RB
IL3RB	CSF2RB
CSF3	CSF3
MGC45931	CSF3
GCSF	CSF3
G-CSF	CSF3
C17orf33	CSF3
CSF3R	CSF3R
GCSFR	CSF3R
CD114	CSF3R
CSGALNACT1	CSGALNACT1
CSGalNAcT-1	CSGALNACT1
FLJ11264	CSGALNACT1
ChGn	CSGALNACT1
CSGALNACT2	CSGALNACT2
GALNACT2	CSGALNACT2
MGC40204	CSGALNACT2
PRO0082	CSGALNACT2
GALNACT-2	CSGALNACT2
CSH1	CSH1
hCS-A	CSH1
CSA	CSH1
PL	CSH1
CSMT	CSH1
FLJ75407	CSH1
CSH2	CSH2
hCS-B	CSH2
CSB	CSH2
CS-2	CSH2
CSHL1	CSHL1
hCS-L	CSHL1
CSL	CSHL1
CS-5	CSHL1
MGC149868	CSHL1
CSHP1	CSHL1
CSK	CSK
CSKMT	CSKMT
U99HG	CSKMT
CS-KMT	CSKMT
METTL12	CSKMT
CSMD1	CSMD1
KIAA1890	CSMD1
PPP1R24	CSMD1
CSMD2	CSMD2
KIAA1884	CSMD2
CSMD3	CSMD3
CSN1S1	CSN1S1
CASA	CSN1S1
CSN1	CSN1S1
CSN2	CSN2
CASB	CSN2
CSN3	CSN3
CSN10	CSN3
CSNK1A1	CSNK1A1
CK1	CSNK1A1
CK1a	CSNK1A1
CK1alpha	CSNK1A1
CKIa	CSNK1A1
CKIalpha	CSNK1A1
CSNK1A1L	CSNK1A1L
MGC33182	CSNK1A1L
CSNK1D	CSNK1D
HCKID	CSNK1D
CKID	CSNK1D
CKIdelta	CSNK1D
CSNK1E	CSNK1E
HCKIE	CSNK1E
CKIE	CSNK1E
CKIepsilon	CSNK1E
CSNK1G1	CSNK1G1
CK1gamma1	CSNK1G1
CSNK1G2	CSNK1G2
CK1g2	CSNK1G2
CSNK1G3	CSNK1G3
CSNK2A1	CSNK2A1
Cka1	CSNK2A1
Cka2	CSNK2A1
CSNK2A2	CSNK2A2
CSNK2A1	CSNK2A2
CK2alpha'	CSNK2A2
CSNK2A3	CSNK2A3
CSNK2A1P	CSNK2A3
CSNK2B	CSNK2B
Ckb1	CSNK2B
Ckb2	CSNK2B
CSNKA2IP	CSNKA2IP
CSPG4	CSPG4
MCSPG	CSPG4
MEL-CSPG	CSPG4
MSK16	CSPG4
NG2	CSPG4
MCSP	CSPG4
HMW-MAA	CSPG4
CSPG5	CSPG5
NGC	CSPG5
CSPP1	CSPP1
FLJ22490	CSPP1
CSPP	CSPP1
JBTS21	CSPP1
CSRNP1	CSRNP1
URAX1	CSRNP1
DKFZp566F164	CSRNP1
FAM130B	CSRNP1
TAIP-3	CSRNP1
AXUD1	CSRNP1
CSRNP2	CSRNP2
C12ORF2	CSRNP2
TAIP-12	CSRNP2
PPP1R72	CSRNP2
C12orf22	CSRNP2
FAM130A1	CSRNP2
CSRNP3	CSRNP3
FLJ32093	CSRNP3
TAIP-2	CSRNP3
PPP1R73	CSRNP3
FAM130A2	CSRNP3
CSRP1	CSRP1
CSRP	CSRP1
D1S181E	CSRP1
CYRP	CSRP1
CSRP2	CSRP2
SmLIM	CSRP2
CRP2	CSRP2
LMO5	CSRP2
CSRP3	CSRP3
CLP	CSRP3
MLP	CSRP3
CMD1M	CSRP3
CST1	CST1
CST2	CST2
CST3	CST3
CST4	CST4
CST5	CST5
CST6	CST6
CST7	CST7
CST8	CST8
CRES	CST8
CTES5	CST8
CST9	CST9
CLM	CST9
CTES7A	CST9
CST9L	CST9L
bA218C14.1	CST9L
CTES7B	CST9L
CST11	CST11
dJ322G13.6	CST11
CTES2	CST11
CST8L	CST11
CSTA	CSTA
STF1	CSTA
STFA	CSTA
CSTB	CSTB
CST6	CSTB
PME	CSTB
EPM1	CSTB
STFB	CSTB
CSTF1	CSTF1
CSTF2	CSTF2
CstF-64	CSTF2
CSTF2T	CSTF2T
DKFZp434C1013	CSTF2T
KIAA0689	CSTF2T
CstF-64T	CSTF2T
tauCstF-64	CSTF2T
CSTF3	CSTF3
CstF-77	CSTF3
CSTL1	CSTL1
dJ322G13.4	CSTL1
CTES1	CSTL1
CT45A1	CT45A1
CT45-1	CT45A1
CT45.1	CT45A1
CT45A2	CT45A2
CT45-2	CT45A2
CT45.2	CT45A2
CT45A3	CT45A3
CT45-3	CT45A3
CT45.3	CT45A3
CT45-4	CT45A3
CT45.4	CT45A3
CT45A4	CT45A3
CT45A5	CT45A5
CT45-5	CT45A5
CT45.5	CT45A5
CT45A6	CT45A6
CT45-6	CT45A6
CT45.6	CT45A6
CT45A7	CT45A7
CT45A8	CT45A8
CT45A9	CT45A9
CT45A10	CT45A10
CT47A1	CT47A1
CT47.1	CT47A1
CT47A2	CT47A2
CT47.2	CT47A2
CT47A3	CT47A3
CT47.3	CT47A3
CT47A4	CT47A4
CT47.4	CT47A4
CT47A5	CT47A5
CT47.5	CT47A5
CT47A6	CT47A6
CT47.6	CT47A6
CT47A7	CT47A7
CT47.7	CT47A7
CT47A8	CT47A8
CT47.8	CT47A8
CT47A9	CT47A9
CT47.9	CT47A9
CT47A10	CT47A10
CT47.10	CT47A10
CT47A11	CT47A11
CT47.11	CT47A11
CT47A12	CT47A12
CT47.12	CT47A12
CT47B1	CT47B1
CT47.13	CT47B1
CT55	CT55
FLJ20527	CT55
CXorf48	CT55
CT62	CT62
CT83	CT83
KK-LC-1	CT83
FLJ20611	CT83
FLJ22913	CT83
CXorf61	CT83
CTAG1A	CTAG1A
LAGE2A	CTAG1A
ESO1	CTAG1A
CTAG1B	CTAG1B
NY-ESO-1	CTAG1B
LAGE2B	CTAG1B
LAGE2A	CTAG1B
ESO1	CTAG1B
CT6.1	CTAG1B
CTAG	CTAG1B
CTAG1	CTAG1B
CTAG2	CTAG2
LAGE-1	CTAG2
CAMEL	CTAG2
LAGE1	CTAG2
ESO2	CTAG2
MGC3803	CTAG2
MGC138724	CTAG2
CT6.2a	CTAG2
CT6.2b	CTAG2
LAGE-1a	CTAG2
LAGE-1b	CTAG2
CTAGE1	CTAGE1
cTAGE-1	CTAGE1
cTAGE-2	CTAGE1
CTAGE	CTAGE1
CT21.1	CTAGE1
CT21.2	CTAGE1
CTAGE4	CTAGE4
FLJ43692	CTAGE4
cTAGE-4	CTAGE4
CTAGE6	CTAGE6
MGC41943	CTAGE6
CTAGE6P	CTAGE6
CTAGE8	CTAGE8
CTAGE9	CTAGE9
CTAGE15	CTAGE15
CTAGE15P	CTAGE15
CTBP1	CTBP1
BARS	CTBP1
CTBP2	CTBP2
ribeye	CTBP2
CTBS	CTBS
CTB	CTBS
CTC1	CTC1
FLJ22170	CTC1
AAF132	CTC1
C17orf68	CTC1
CTCF	CTCF
CTCFL	CTCFL
dJ579F20.2	CTCFL
BORIS	CTCFL
CT27	CTCFL
CTDNEP1	CTDNEP1
HSA011916	CTDNEP1
NET56	CTDNEP1
DULLARD	CTDNEP1
CTDP1	CTDP1
FCP1	CTDP1
CTDSP1	CTDSP1
NLIIF	CTDSP1
SCP1	CTDSP1
CTDSP2	CTDSP2
OS4	CTDSP2
SCP2	CTDSP2
PSR2	CTDSP2
CTDSPL	CTDSPL
HYA22	CTDSPL
SCP3	CTDSPL
PSR1	CTDSPL
RBSP3	CTDSPL
C3orf8	CTDSPL
CTDSPL2	CTDSPL2
HSPC129	CTDSPL2
FLJ10523	CTDSPL2
CTF1	CTF1
CT-1	CTF1
CT1	CTF1
CTGF	CTGF
IGFBP8	CTGF
CCN2	CTGF
CTH	CTH
CTHRC1	CTHRC1
CTIF	CTIF
KIAA0427	CTIF
CTLA4	CTLA4
CD152	CTLA4
CD	CTLA4
GSE	CTLA4
CELIAC3	CTLA4
IDDM12	CTLA4
CTNNA1	CTNNA1
CAP102	CTNNA1
CTNNA2	CTNNA2
CAP-R	CTNNA2
CT114	CTNNA2
CTNNA3	CTNNA3
VR22	CTNNA3
MGC26194	CTNNA3
CTNNAL1	CTNNAL1
CLLP	CTNNAL1
alpha-CATU	CTNNAL1
CTNNB1	CTNNB1
beta-catenin	CTNNB1
armadillo	CTNNB1
CTNNB	CTNNB1
CTNNBIP1	CTNNBIP1
ICAT	CTNNBIP1
MGC15093	CTNNBIP1
CTNNBL1	CTNNBL1
FLJ21108	CTNNBL1
P14L	CTNNBL1
P14	CTNNBL1
NAP	CTNNBL1
NYD-SP19	CTNNBL1
C20orf33	CTNNBL1
CTNND1	CTNND1
KIAA0384	CTNND1
p120	CTNND1
p120cas	CTNND1
p120ctn	CTNND1
CTNND	CTNND1
CTNND2	CTNND2
NPRAP	CTNND2
GT24	CTNND2
CTNS	CTNS
CTNS-LSB	CTNS
PQLC4	CTNS
SLC66A4	CTNS
CTPS1	CTPS1
GATD5	CTPS1
CTPS	CTPS1
CTPS2	CTPS2
CTR9	CTR9
KIAA0155	CTR9
TSBP	CTR9
p150TSP	CTR9
SH2BP1	CTR9
CTRB1	CTRB1
CTRB	CTRB1
CTRB2	CTRB2
CTRC	CTRC
CLCR	CTRC
ELA4	CTRC
CTRL	CTRL
CTSA	CTSA
GSL	CTSA
PPGB	CTSA
CTSB	CTSB
CTSC	CTSC
DPP1	CTSC
PLS	CTSC
PALS	CTSC
CTSD	CTSD
CLN10	CTSD
CPSD	CTSD
CTSE	CTSE
CTSF	CTSF
CATSF	CTSF
CLN13	CTSF
CTSG	CTSG
CG	CTSG
CTSH	CTSH
ACC-4	CTSH
ACC-5	CTSH
ACC4	CTSH
ACC5	CTSH
CPSB	CTSH
CTSK	CTSK
PKND	CTSK
CTSO2	CTSK
CTSO	CTSK
PYCD	CTSK
CTSL	CTSL
FLJ31037	CTSL
CTSL1	CTSL
CTSO	CTSO
CTSO1	CTSO
CTSS	CTSS
CTSV	CTSV
CTSU	CTSV
CTSL2	CTSV
CTSW	CTSW
CTSZ	CTSZ
CTSX	CTSZ
CTTN	CTTN
EMS1	CTTN
CTTNBP2	CTTNBP2
KIAA1758	CTTNBP2
Orf4	CTTNBP2
CORTBP2	CTTNBP2
C7orf8	CTTNBP2
CTTNBP2NL	CTTNBP2NL
DKFZp547A023	CTTNBP2NL
CTU1	CTU1
MGC17332	CTU1
NCS6	CTU1
ATPBD3	CTU1
CTU2	CTU2
NCS2	CTU2
C16orf84	CTU2
CTXN1	CTXN1
FLJ25968	CTXN1
CTXN2	CTXN2
CTXN3	CTXN3
CTXND1	CTXND1
LINC01314	CTXND1
CTXND2	CTXND2
CUBN	CUBN
IFCR	CUBN
gp280	CUBN
MGA1	CUBN
CUEDC1	CUEDC1
CUEDC2	CUEDC2
MGC2491	CUEDC2
C10orf66	CUEDC2
CUL1	CUL1
CUL2	CUL2
CUL3	CUL3
CUL4A	CUL4A
CUL4B	CUL4B
CUL5	CUL5
VACM-1	CUL5
CUL7	CUL7
dJ20C7.5	CUL7
KIAA0076	CUL7
CUL9	CUL9
H7AP1	CUL9
KIAA0708	CUL9
PARC	CUL9
CUTA	CUTA
C6orf82	CUTA
ACHAP	CUTA
CUTC	CUTC
CGI-32	CUTC
CUX1	CUX1
CDP	CUX1
CDP1	CUX1
CUX	CUX1
CUT	CUX1
Clox	CUX1
CDP/Cut	CUX1
CDP/Cux	CUX1
Cux/CDP	CUX1
CASP	CUX1
GOLIM6	CUX1
CUTL1	CUX1
CUX2	CUX2
KIAA0293	CUX2
CDP2	CUX2
CUTL2	CUX2
CUZD1	CUZD1
ERG-1	CUZD1
UO-44	CUZD1
CWC15	CWC15
C11orf5	CWC15
HSPC148	CWC15
Cwf15	CWC15
AD002	CWC15
CWC22	CWC22
KIAA1604	CWC22
EIF4GL	CWC22
fSAPb	CWC22
NCM	CWC22
CWC25	CWC25
FLJ20291	CWC25
CCDC49	CWC25
CWC27	CWC27
NY-CO-10	CWC27
SDCCAG-10	CWC27
SDCCAG10	CWC27
CWF19L1	CWF19L1
FLJ10998	CWF19L1
hDrn1	CWF19L1
CWF19L2	CWF19L2
FLJ32343	CWF19L2
CWH43	CWH43
FLJ21511	CWH43
CWH43-C	CWH43
PGAP2IP	CWH43
CX3CL1	CX3CL1
NTN	CX3CL1
C3Xkine	CX3CL1
ABCD-3	CX3CL1
CXC3C	CX3CL1
CXC3	CX3CL1
fractalkine	CX3CL1
neurotactin	CX3CL1
SCYD1	CX3CL1
CX3CR1	CX3CR1
CMKDR1	CX3CR1
V28	CX3CR1
CCRL1	CX3CR1
GPR13	CX3CR1
CMKBRL1	CX3CR1
CXADR	CXADR
CAR	CXADR
CXCL1	CXCL1
SCYB1	CXCL1
GROa	CXCL1
MGSA-a	CXCL1
NAP-3	CXCL1
MGSA	CXCL1
GRO1	CXCL1
FSP	CXCL1
CXCL2	CXCL2
SCYB2	CXCL2
GROb	CXCL2
MIP-2a	CXCL2
MGSA-b	CXCL2
CINC-2a	CXCL2
GRO2	CXCL2
CXCL3	CXCL3
SCYB3	CXCL3
GROg	CXCL3
MIP-2b	CXCL3
CINC-2b	CXCL3
GRO3	CXCL3
CXCL5	CXCL5
ENA-78	CXCL5
SCYB5	CXCL5
CXCL6	CXCL6
GCP-2	CXCL6
CKA-3	CXCL6
SCYB6	CXCL6
CXCL8	CXCL8
SCYB8	CXCL8
LUCT	CXCL8
LECT	CXCL8
MDNCF	CXCL8
TSG-1	CXCL8
IL-8	CXCL8
NAP-1	CXCL8
3-10C	CXCL8
MONAP	CXCL8
AMCF-I	CXCL8
LYNAP	CXCL8
NAF	CXCL8
b-ENAP	CXCL8
GCP-1	CXCL8
K60	CXCL8
GCP1	CXCL8
NAP1	CXCL8
IL8	CXCL8
CXCL9	CXCL9
SCYB9	CXCL9
Humig	CXCL9
crg-10	CXCL9
CMK	CXCL9
MIG	CXCL9
CXCL10	CXCL10
IFI10	CXCL10
IP-10	CXCL10
crg-2	CXCL10
mob-1	CXCL10
C7	CXCL10
gIP-10	CXCL10
INP10	CXCL10
SCYB10	CXCL10
CXCL11	CXCL11
H174	CXCL11
b-R1	CXCL11
I-TAC	CXCL11
IP-9	CXCL11
SCYB9B	CXCL11
SCYB11	CXCL11
CXCL12	CXCL12
SCYB12	CXCL12
SDF-1a	CXCL12
SDF-1b	CXCL12
PBSF	CXCL12
TLSF-a	CXCL12
TLSF-b	CXCL12
TPAR1	CXCL12
SDF1A	CXCL12
SDF1B	CXCL12
SDF1	CXCL12
CXCL13	CXCL13
BLC	CXCL13
BCA-1	CXCL13
BLR1L	CXCL13
ANGIE	CXCL13
ANGIE2	CXCL13
SCYB13	CXCL13
CXCL14	CXCL14
BRAK	CXCL14
NJAC	CXCL14
bolekine	CXCL14
Kec	CXCL14
MIP-2g	CXCL14
BMAC	CXCL14
KS1	CXCL14
SCYB14	CXCL14
CXCL16	CXCL16
SR-PSOX	CXCL16
CXCLG16	CXCL16
SRPSOX	CXCL16
CXCL17	CXCL17
Dcip1	CXCL17
UNQ473	CXCL17
DMC	CXCL17
VCC1	CXCL17
CXCR1	CXCR1
CKR-1	CXCR1
CDw128a	CXCR1
CD181	CXCR1
CMKAR1	CXCR1
IL8RA	CXCR1
CXCR2	CXCR2
CMKAR2	CXCR2
CD182	CXCR2
IL8RB	CXCR2
CXCR3	CXCR3
CKR-L2	CXCR3
CMKAR3	CXCR3
IP10-R	CXCR3
MigR	CXCR3
CD183	CXCR3
GPR9	CXCR3
CXCR4	CXCR4
LESTR	CXCR4
NPY3R	CXCR4
HM89	CXCR4
NPYY3R	CXCR4
D2S201E	CXCR4
fusin	CXCR4
HSY3RR	CXCR4
NPYR	CXCR4
CD184	CXCR4
CXCR5	CXCR5
MDR15	CXCR5
CD185	CXCR5
BLR1	CXCR5
CXCR6	CXCR6
TYMSTR	CXCR6
STRL33	CXCR6
BONZO	CXCR6
CD186	CXCR6
CXorf21	CXorf21
FLJ11577	CXorf21
CXorf36	CXorf36
FLJ14103	CXorf36
DIA1R	CXorf36
CXorf38	CXorf38
MGC39350	CXorf38
CXorf40A	CXorf40A
EOLA1	CXorf40A
CXorf40	CXorf40A
CXorf40B	CXorf40B
CXorf49	CXorf49
CXorf49B	CXorf49B
CXorf51A	CXorf51A
CXorf51	CXorf51A
CXorf51B	CXorf51B
CXorf56	CXorf56
FLJ22965	CXorf56
CXorf58	CXorf58
FLJ25444	CXorf58
CXorf65	CXorf65
CXorf66	CXorf66
RP11-35F15.2	CXorf66
SGPX	CXorf66
CXorf67	CXorf67
CXXC1	CXXC1
HsT2645	CXXC1
PCCX1	CXXC1
hCGBP	CXXC1
PHF18	CXXC1
CGBP	CXXC1
SPP1	CXXC1
CFP1	CXXC1
ZCGPC1	CXXC1
CXXC4	CXXC4
IDAX	CXXC4
CXXC5	CXXC5
HSPC195	CXXC5
RINF	CXXC5
WID	CXXC5
CYB5A	CYB5A
CYB5	CYB5A
CYB5B	CYB5B
CYB5-M	CYB5B
CYB5D1	CYB5D1
FLJ32499	CYB5D1
CYB5D2	CYB5D2
MGC32124	CYB5D2
CYB5R1	CYB5R1
humb5R2	CYB5R1
NQO3A2	CYB5R1
CYB5R2	CYB5R2
CYB5R3	CYB5R3
DIA1	CYB5R3
CYB5R4	CYB5R4
b5+b5R	CYB5R4
dJ676J13.1	CYB5R4
NCB5OR	CYB5R4
CYB5RL	CYB5RL
LOC606495	CYB5RL
CYB561	CYB561
FRRS2	CYB561
CYB561A1	CYB561
CYB561A3	CYB561A3
CYBASC3	CYB561A3
CYB561D1	CYB561D1
FLJ39035	CYB561D1
FLJ44753	CYB561D1
CYB561D2	CYB561D2
101F6	CYB561D2
TSP10	CYB561D2
CYBA	CYBA
p22-PHOX	CYBA
CYBB	CYBB
GP91-PHOX	CYBB
NOX2	CYBB
CGD	CYBB
CYBC1	CYBC1
MGC4368	CYBC1
FLJ90469	CYBC1
Eros	CYBC1
C17orf62	CYBC1
CYBRD1	CYBRD1
DCYTB	CYBRD1
FLJ23462	CYBRD1
FRRS3	CYBRD1
CYB561A2	CYBRD1
CYC1	CYC1
UQCR4	CYC1
CYCS	CYCS
HCS	CYCS
CYC	CYCS
CYFIP1	CYFIP1
KIAA0068	CYFIP1
P140SRA-1	CYFIP1
SHYC	CYFIP1
CYFIP2	CYFIP2
PIR121	CYFIP2
CYGB	CYGB
HGB	CYGB
STAP	CYGB
CYHR1	CYHR1
CHRP	CYHR1
KIAA0496	CYHR1
MGC13010	CYHR1
CYLC1	CYLC1
CYLC2	CYLC2
CYLD	CYLD
KIAA0849	CYLD
USPL2	CYLD
CYLD1	CYLD
CYP1A1	CYP1A1
P450DX	CYP1A1
P1-450	CYP1A1
P450-C	CYP1A1
CP11	CYP1A1
CYP1	CYP1A1
CYP1A2	CYP1A2
P3-450	CYP1A2
CP12	CYP1A2
CYP1B1	CYP1B1
CP1B	CYP1B1
GLC3A	CYP1B1
CYP2A6	CYP2A6
CPA6	CYP2A6
CYP2A	CYP2A6
CYP2A3	CYP2A6
CYP2A7	CYP2A7
CYP2A	CYP2A7
CYP2A13	CYP2A13
CPAD	CYP2A13
CYP2A	CYP2A13
CYP2B6	CYP2B6
CPB6	CYP2B6
CYPIIB6	CYP2B6
CYP2B	CYP2B6
CYP2C8	CYP2C8
CPC8	CYP2C8
CYP2C9	CYP2C9
P450IIC9	CYP2C9
CYP2C10	CYP2C9
CYP2C18	CYP2C18
P450IIC17	CYP2C18
CPCI	CYP2C18
CYP2C	CYP2C18
CYP2C17	CYP2C18
CYP2C19	CYP2C19
P450IIC19	CYP2C19
CPCJ	CYP2C19
CYP2C	CYP2C19
CYP2D6	CYP2D6
CPD6	CYP2D6
P450-DB1	CYP2D6
CYP2D	CYP2D6
P450C2D	CYP2D6
CYP2DL1	CYP2D6
CYP2D7P2	CYP2D6
CYP2D7BP	CYP2D6
CYP2D8P2	CYP2D6
CYP2D7AP	CYP2D6
CYP2D7	CYP2D7
CYP2D	CYP2D7
CYP2D@	CYP2D7
CYP2D7P1	CYP2D7
CYP2D7P	CYP2D7
CYP2E1	CYP2E1
CYP2E	CYP2E1
CYP2F1	CYP2F1
CYP2F	CYP2F1
CYP2J2	CYP2J2
CYP2R1	CYP2R1
CYP2S1	CYP2S1
CYP2U1	CYP2U1
SPG49	CYP2U1
CYP2W1	CYP2W1
FLJ20359	CYP2W1
MGC34287	CYP2W1
CYP3A4	CYP3A4
CYP3A3	CYP3A4
CYP3A5	CYP3A5
PCN3	CYP3A5
P450PCN3	CYP3A5
CP35	CYP3A5
CYP3A7	CYP3A7
CP37	CYP3A7
P450-HFLA	CYP3A7
CYP3A43	CYP3A43
CYP4A11	CYP4A11
CYP4AII	CYP4A11
CYP4A2	CYP4A11
CYP4A22	CYP4A22
CYP4B1	CYP4B1
CYP4F2	CYP4F2
CYP4F3	CYP4F3
CYP4F	CYP4F3
LTB4H	CYP4F3
CYP4F8	CYP4F8
CYP4F11	CYP4F11
CYP4F12	CYP4F12
CYP4F22	CYP4F22
FLJ39501	CYP4F22
CYP4V2	CYP4V2
CYP4AH1	CYP4V2
CYP4X1	CYP4X1
MGC40051	CYP4X1
CYP4Z1	CYP4Z1
CYP4A20	CYP4Z1
CYP7A1	CYP7A1
CYP7	CYP7A1
CYP7B1	CYP7B1
SPG5A	CYP7B1
CYP8B1	CYP8B1
CYP12	CYP8B1
CYP11A1	CYP11A1
P450SCC	CYP11A1
CYP11A	CYP11A1
CYP11B1	CYP11B1
P450C11	CYP11B1
FHI	CYP11B1
CPN1	CYP11B1
CYP11B	CYP11B1
CYP11B2	CYP11B2
CYP11BL	CYP11B2
CPN2	CYP11B2
P-450C18	CYP11B2
P450aldo	CYP11B2
ALDOS	CYP11B2
CYP11B	CYP11B2
CYP17A1	CYP17A1
P450C17	CYP17A1
CPT7	CYP17A1
S17AH	CYP17A1
CYP17	CYP17A1
CYP19A1	CYP19A1
ARO	CYP19A1
P-450AROM	CYP19A1
CPV1	CYP19A1
ARO1	CYP19A1
CYAR	CYP19A1
aromatase	CYP19A1
CYP19	CYP19A1
CYP20A1	CYP20A1
CYP-M	CYP20A1
CYP21A2	CYP21A2
P450c21B	CYP21A2
CA21H	CYP21A2
CPS1	CYP21A2
CAH1	CYP21A2
CYP21	CYP21A2
CYP21B	CYP21A2
CYP24A1	CYP24A1
CP24	CYP24A1
P450-CC24	CYP24A1
CYP24	CYP24A1
CYP26A1	CYP26A1
P450RAI	CYP26A1
CP26	CYP26A1
CYP26	CYP26A1
P450RAI1	CYP26A1
CYP26B1	CYP26B1
P450RAI-2	CYP26B1
CYP26C1	CYP26C1
CYP27A1	CYP27A1
CTX	CYP27A1
CP27	CYP27A1
CYP27	CYP27A1
CYP27B1	CYP27B1
CYP1	CYP27B1
P450c1	CYP27B1
VDD1	CYP27B1
PDDR	CYP27B1
CYP27C1	CYP27C1
FLJ16008	CYP27C1
CYP39A1	CYP39A1
CYP46A1	CYP46A1
CYP46	CYP46A1
CYP51A1	CYP51A1
CP51	CYP51A1
CYPL1	CYP51A1
P450L1	CYP51A1
LDM	CYP51A1
P450-14DM	CYP51A1
CYP51	CYP51A1
CYR61	CYR61
GIG1	CYR61
CCN1	CYR61
IGFBP10	CYR61
CYREN	CYREN
MGC5242	CYREN
FLJ27285	CYREN
FLJ22450	CYREN
MRI	CYREN
MRI-2	CYREN
C7orf49	CYREN
CYS1	CYS1
CYSLTR1	CYSLTR1
CysLT1	CYSLTR1
CysLT(1)	CYSLTR1
CYSLT1R	CYSLTR1
CYSLTR2	CYSLTR2
CysLT(2)	CYSLTR2
CYSLT2R	CYSLTR2
CYSRT1	CYSRT1
MGC59937	CYSRT1
C9orf169	CYSRT1
CYSTM1	CYSTM1
ORF1-FL49	CYSTM1
C5orf32	CYSTM1
CYTH1	CYTH1
B2-1	CYTH1
D17S811E	CYTH1
cytohesin-1	CYTH1
PSCD1	CYTH1
CYTH2	CYTH2
CTS18.1	CYTH2
Sec7p-L	CYTH2
ARNO	CYTH2
Sec7p-like	CYTH2
cytohesin-2	CYTH2
PSCD2L	CYTH2
PSCD2	CYTH2
CYTH3	CYTH3
GRP1	CYTH3
ARNO3	CYTH3
cytohesin-3	CYTH3
PSCD3	CYTH3
CYTH4	CYTH4
CYT4	CYTH4
cytohesin-4	CYTH4
PSCD4	CYTH4
CYTIP	CYTIP
B3-1	CYTIP
HE	CYTIP
CYBR	CYTIP
CASP	CYTIP
CYTHIP	CYTIP
PSCDBP	CYTIP
CYTL1	CYTL1
C17	CYTL1
C4orf4	CYTL1
CYYR1	CYYR1
C21orf95	CYYR1
