ensg	n1tpm	medtpm
ENSG00000221430	0	0
ENSG00000241963	0	0
ENSG00000164576	53	17.55
ENSG00000113196	5	0
ENSG00000254293	0	0
ENSG00000253886	0	0
ENSG00000253146	0	0
ENSG00000264760	0	0
ENSG00000221552	0	0
ENSG00000263478	0	0
ENSG00000155506	53	54.09
ENSG00000272197	0	0
ENSG00000241187	0	0
ENSG00000170271	52	28.59
ENSG00000263361	0	0
ENSG00000155508	53	37.85
ENSG00000082516	53	9.888
ENSG00000082515	53	10.24
ENSG00000253261	0	0
ENSG00000226650	1	0
ENSG00000221131	0	0
ENSG00000253646	0	0
ENSG00000271477	0	0
ENSG00000270442	0	0
ENSG00000200275	0	0
ENSG00000170624	44	2.073
ENSG00000253370	0	0
ENSG00000254163	0	0
ENSG00000199468	0	0
ENSG00000231989	1	0.03529
ENSG00000145850	5	0.1523
ENSG00000270560	0	0
ENSG00000113249	2	0.06177
ENSG00000135077	49	3.014
ENSG00000254246	0	0
ENSG00000155868	53	7.632
ENSG00000170613	1	0
ENSG00000113263	24	0.7311
ENSG00000253980	0	0
ENSG00000222086	0	0
ENSG00000253653	0	0
ENSG00000055163	53	10.45
ENSG00000172568	15	0.1148
ENSG00000251405	3	0.2324
ENSG00000248544	1	0.2495
ENSG00000135074	52	5.688
ENSG00000253155	0	0
ENSG00000172548	18	0.4192
ENSG00000253519	0	0.007185
ENSG00000252068	0	0
ENSG00000254336	0	0
ENSG00000039600	1	0.09704
ENSG00000187658	2	0
ENSG00000253798	1	0
ENSG00000113272	53	7.861
ENSG00000268432	0	0
ENSG00000155858	51	3.668
ENSG00000253630	0	0
ENSG00000113282	53	40.405
ENSG00000206819	0	0
ENSG00000244331	0	0
ENSG00000222626	0	0
ENSG00000253743	0	0
ENSG00000213414	0	0
ENSG00000253422	0	0
ENSG00000253792	0	0
ENSG00000253673	0	0
ENSG00000254047	0	0
ENSG00000253449	0	0
ENSG00000253424	0	0
ENSG00000253134	0	0
ENSG00000254350	0	0
ENSG00000272085	0	0
ENSG00000254135	2	0
ENSG00000164330	51	7.3135
ENSG00000253811	0	0
ENSG00000253456	0	0
ENSG00000245812	27	1.1
ENSG00000145860	53	44.45
ENSG00000253256	0	0
ENSG00000253315	0	0
ENSG00000252458	0	0
ENSG00000164332	53	25.05
ENSG00000249738	0	0.0232
ENSG00000113302	1	0
ENSG00000221601	0	0
ENSG00000253298	0	0
ENSG00000266432	0	0
ENSG00000254199	1	0
ENSG00000253311	0	0
ENSG00000170214	37	1.657
ENSG00000248626	0	0.162
ENSG00000199398	0	0
ENSG00000113312	53	51.59
ENSG00000223908	0	0.1189
ENSG00000170234	53	7.792
ENSG00000239048	0	0
ENSG00000170231	21	0.3347
ENSG00000247699	2	0
ENSG00000253772	0	0
ENSG00000135083	25	0.97425
ENSG00000254373	0	0.30435
ENSG00000243654	0	0
ENSG00000270612	0	0
ENSG00000145861	37	2.206
ENSG00000221886	52	4.778
ENSG00000164609	53	22.795
ENSG00000164611	48	2.8295
ENSG00000253522	7	0.1888
ENSG00000265237	0	0
ENSG00000118322	22	0.13575
ENSG00000253687	0	0
ENSG00000239192	0	0
ENSG00000254391	0	0
ENSG00000253417	0	0
ENSG00000221002	0	0
ENSG00000145864	14	0.177
ENSG00000145863	2	0
ENSG00000253403	0	0
ENSG00000118990	0	0
ENSG00000022355	13	0.01119
ENSG00000113327	14	0.01146
ENSG00000254173	0	0
ENSG00000201474	0	0
ENSG00000254186	1	0
ENSG00000254351	0	0
ENSG00000250061	0	0.023615
ENSG00000249449	0	0
ENSG00000250114	0	0
ENSG00000113328	53	60.04
ENSG00000170584	52	5.746
ENSG00000072571	11	0.3186
ENSG00000251018	1	0
ENSG00000038274	53	34.23
ENSG00000224012	0	0
ENSG00000251998	0	0
ENSG00000271679	0	0
ENSG00000253331	0	0
ENSG00000253538	0	0
ENSG00000241956	0	0
ENSG00000253236	1	0
ENSG00000206845	0	0
ENSG00000254066	1	0
ENSG00000253693	0	0
ENSG00000252794	0	0
ENSG00000253512	0	0
ENSG00000253946	0	0
ENSG00000254252	0	0
ENSG00000254171	0	0
ENSG00000264903	0	0
ENSG00000229119	51	4.67
ENSG00000254130	1	0
ENSG00000253713	1	0
ENSG00000253469	0	0
ENSG00000145934	23	0.66175
ENSG00000254365	0	0
ENSG00000254297	0	0
ENSG00000253527	0	0
ENSG00000254187	3	0
ENSG00000253357	1	0
ENSG00000221741	0	0
ENSG00000253660	0	0
ENSG00000253947	0	0
ENSG00000253065	0	0
ENSG00000253925	0	0
ENSG00000253978	12	0.3986
ENSG00000113645	35	6.788
ENSG00000113643	53	43.42
ENSG00000188573	19	0.5316
ENSG00000120137	53	15.27
ENSG00000199035	0	0
ENSG00000233913	51	4.016
ENSG00000254192	1	0.274
ENSG00000184347	50	12.39
ENSG00000254042	2	0.06864
ENSG00000207739	0	0
ENSG00000202345	0	0
ENSG00000248965	0	0
ENSG00000248222	1	0.01614
ENSG00000207619	0	0
ENSG00000206614	0	0
ENSG00000040275	50	3.215
ENSG00000134516	40	2.395
ENSG00000253269	1	0
ENSG00000204767	5	0.18175
ENSG00000263831	0	0
ENSG00000168269	5	0
ENSG00000253219	0	0
ENSG00000249601	2	0
ENSG00000234511	8	0.3147
ENSG00000043462	50	4.341
ENSG00000250274	0	0
ENSG00000235172	1	0.14255
ENSG00000182132	19	0.4399
ENSG00000145936	32	2.202
ENSG00000253647	5	0.04964
ENSG00000253858	0	0.05268
ENSG00000253591	1	0
ENSG00000253348	0	0.04407
ENSG00000094755	10	0.1178
ENSG00000204764	20	0.9152
ENSG00000244501	0	0
ENSG00000253966	0	0.033605
ENSG00000253213	0	0.075025
ENSG00000252387	0	0
ENSG00000164438	2	0
ENSG00000213393	0	0
ENSG00000265740	0	0
ENSG00000254256	0	0
ENSG00000206909	0	0
ENSG00000254012	0	0.2958
ENSG00000264249	0	0
ENSG00000181163	53	272.6
ENSG00000156427	22	0.82905
ENSG00000264303	0	0
ENSG00000253110	0	0
ENSG00000185662	1	0
ENSG00000072803	53	25.61
ENSG00000072786	53	8.675
ENSG00000266671	0	0
ENSG00000214360	1	0
ENSG00000168246	53	15.11
ENSG00000212529	0	0
ENSG00000253218	0	0
ENSG00000222732	0	0
ENSG00000174705	52	16.64
ENSG00000216127	0	0
ENSG00000254299	1	0
ENSG00000268553	0	0
ENSG00000214357	49	13.71
ENSG00000253683	52	2.7755
ENSG00000265160	0	0
ENSG00000253445	0	0
ENSG00000253295	1	0.09965
ENSG00000213386	2	0.2075
ENSG00000120129	53	408.9
ENSG00000253736	2	0.14045
ENSG00000206741	0	0
ENSG00000270243	0	0
ENSG00000253628	1	0
ENSG00000113719	53	40.975
ENSG00000204758	10	0.5433
ENSG00000254295	0	0
ENSG00000037241	53	17.6
ENSG00000253785	0	0.1856
ENSG00000113732	53	179.1
ENSG00000254328	0	0.14585
ENSG00000212402	0	0
ENSG00000207210	0	0
ENSG00000164463	53	12.54
ENSG00000253439	0	0.15765
ENSG00000253172	0	0
ENSG00000113734	53	6.93
ENSG00000254200	0	0
ENSG00000183072	3	0.038465
ENSG00000201277	0	0
ENSG00000252169	0	0
ENSG00000113739	37	2.101
ENSG00000199219	0	0
ENSG00000253968	1	0
ENSG00000253141	1	0
ENSG00000253768	1	0
ENSG00000254164	0	0.1542
ENSG00000253955	1	0.31055
ENSG00000145919	53	48.02
ENSG00000253959	1	0
ENSG00000253428	2	0
ENSG00000253686	0	0.046585
ENSG00000263401	0	0
ENSG00000254211	10	0.18485
ENSG00000113742	53	11.335
ENSG00000185056	1	0.02532
ENSG00000253109	0	0
ENSG00000170091	21	0.2481
ENSG00000253244	0	0
ENSG00000253447	1	0
ENSG00000254011	1	0
ENSG00000249722	0	0
ENSG00000249306	10	0
ENSG00000213376	0	0.06616
ENSG00000249031	0	0
ENSG00000250256	1	0
ENSG00000248929	0	0
ENSG00000120149	30	1.057
ENSG00000251670	0	0
ENSG00000266890	0	0
ENSG00000251144	2	0
ENSG00000204754	0	0
ENSG00000251122	0	0
ENSG00000248293	0	0
ENSG00000249403	0	0
ENSG00000248355	0	0
ENSG00000184845	11	0.2785
ENSG00000239026	0	0
ENSG00000164466	53	11.06
ENSG00000270839	0	0
ENSG00000222111	0	0
ENSG00000113749	21	0.5746
ENSG00000200648	0	0
ENSG00000145920	21	0.1155
ENSG00000250820	0	0
ENSG00000051596	52	3.752
ENSG00000266083	0	0
ENSG00000250801	0	0
ENSG00000272494	0	0
ENSG00000250992	0	0
ENSG00000248469	12	0.04307
ENSG00000182230	26	0.9532
ENSG00000251458	0	0
ENSG00000251623	2	0
ENSG00000248596	11	0.233
ENSG00000270989	0	0
ENSG00000170085	52	4.935
ENSG00000251667	4	0.20105
ENSG00000122203	53	61.815
ENSG00000250909	34	1.245
ENSG00000251414	38	2.004
ENSG00000175414	50	4.394
ENSG00000221464	0	0
ENSG00000048162	53	14.78
ENSG00000146066	53	176.7
ENSG00000175416	53	102.7
ENSG00000113194	53	21.215
ENSG00000221373	0	0
ENSG00000146083	53	28.2
ENSG00000074276	9	0.1307
ENSG00000243959	1	0
ENSG00000207420	0	0
ENSG00000169258	23	0.6674
ENSG00000074317	16	0.241
ENSG00000266329	0	0
ENSG00000175766	8	0
ENSG00000048140	53	22.17
ENSG00000248484	0	0
ENSG00000251446	0	0
ENSG00000248859	13	0
ENSG00000113763	16	0.4203
ENSG00000160883	36	2.23
ENSG00000087206	53	22.62
ENSG00000113761	53	7.142
ENSG00000251666	23	0.9509
ENSG00000160867	36	3.015
ENSG00000165671	53	12.74
ENSG00000240729	1	0.1112
ENSG00000270706	1	0.1541
ENSG00000169228	53	52.46
ENSG00000169230	53	84.455
ENSG00000213347	53	7.789
ENSG00000169223	53	100.8
ENSG00000266089	0	0
ENSG00000239393	0	0
ENSG00000169220	53	12.71
ENSG00000131183	1	0
ENSG00000196570	1	0
ENSG00000131187	26	0.9223
ENSG00000198055	53	17.8
ENSG00000246334	4	0.36355
ENSG00000131188	49	2.66
ENSG00000113758	53	42.69
ENSG00000196923	53	53.63
ENSG00000248996	32	1.33
ENSG00000146094	53	4.187
ENSG00000183258	53	43.06
ENSG00000146067	53	53.96
ENSG00000272459	20	0.9365
ENSG00000184840	53	132.9
ENSG00000027847	53	20.42
ENSG00000247679	51	3.825
ENSG00000246596	44	2.643
ENSG00000249849	5	0.1901
ENSG00000170074	28	1.144
ENSG00000249109	9	0.05746
ENSG00000248943	0	0
ENSG00000170089	51	3.3535
ENSG00000214351	0	0
ENSG00000249186	0	0
ENSG00000221204	0	0
ENSG00000250101	6	0.06611
ENSG00000249684	20	0.63925
ENSG00000249129	12	0.5648
ENSG00000175325	1	0
ENSG00000204677	21	0.53145
ENSG00000218227	53	10.21
ENSG00000145911	43	2.331
ENSG00000145916	53	22.255
ENSG00000145912	53	76.98
ENSG00000251211	0	0.02384
ENSG00000244234	1	0
ENSG00000197451	53	104
ENSG00000175309	53	19.79
ENSG00000050767	39	2.0255
ENSG00000271681	1	0
ENSG00000253698	0	0
ENSG00000242341	0	0
ENSG00000245688	0	0
ENSG00000113240	53	20.15
ENSG00000252464	36	1.7285
ENSG00000169131	53	9.326
ENSG00000250420	3	0.018785
ENSG00000253725	0	0
ENSG00000178338	52	8.559
ENSG00000198939	48	3.231
ENSG00000213328	1	0.1445
ENSG00000253869	0	0.09211
ENSG00000272431	7	0.35425
ENSG00000178187	30	1.278
ENSG00000254035	25	0.9426
ENSG00000113262	2	0.1864
ENSG00000254158	0	0
ENSG00000234284	48	1.726
ENSG00000177932	50	2.764
ENSG00000087116	45	9.709
ENSG00000253979	0	0
ENSG00000253163	4	0.08246
ENSG00000253617	0	0
ENSG00000250674	1	0
ENSG00000264205	0	0
ENSG00000253652	0	0
ENSG00000251545	1	0
ENSG00000253520	40	1.94
ENSG00000176783	53	29
ENSG00000249140	0	0.1457
ENSG00000244945	28	1.023
ENSG00000169045	53	151.8
ENSG00000204661	1	0.02966
ENSG00000228259	1	0
ENSG00000250999	0	0.3417
ENSG00000204659	10	0.5806
ENSG00000225051	35	1.458
ENSG00000127022	53	138.6
ENSG00000161021	53	14.68
ENSG00000161013	53	42.59
ENSG00000221394	0	0
ENSG00000161011	53	65.375
ENSG00000161010	53	19.41
ENSG00000222448	9	0.6044
ENSG00000252202	5	0.3005
ENSG00000245317	50	2.656
ENSG00000197226	53	50.095
ENSG00000113269	52	17.86
ENSG00000242979	0	0
ENSG00000249876	0	0
ENSG00000249412	13	0.5566
ENSG00000198995	0	0
ENSG00000253480	2	0
ENSG00000146090	24	0.6482
ENSG00000229721	0	0
ENSG00000050748	53	15.22
ENSG00000253908	1	0.1311
ENSG00000248367	49	3.087
ENSG00000131459	50	11.26
ENSG00000250509	2	0
ENSG00000200555	0	0
ENSG00000113300	53	11.9
ENSG00000250749	0	0
ENSG00000263759	0	0
ENSG00000161055	26	0.9335
ENSG00000037280	49	6.434
ENSG00000251352	0	0
ENSG00000248717	1	0
ENSG00000236791	0	0
ENSG00000199892	0	0
ENSG00000174339	0	0
ENSG00000260841	33	1.223
ENSG00000131446	53	63.68
ENSG00000245060	53	18.52
ENSG00000196670	53	13.105
ENSG00000113303	10	0.09551
ENSG00000222852	0	0
ENSG00000243664	1	0
ENSG00000249287	0	0
ENSG00000248761	0	0
ENSG00000231228	0	0
ENSG00000168903	2	0.041655
ENSG00000206686	0	0
ENSG00000165810	51	10.935
ENSG00000241870	0	0
ENSG00000214295	0	0
ENSG00000248560	0	0
ENSG00000185372	0	0
ENSG00000182613	0	0
ENSG00000248473	1	0
ENSG00000250222	41	1.613
ENSG00000146054	39	1.619
ENSG00000250900	3	0.2089
ENSG00000248514	13	0.68725
ENSG00000146063	53	28.29
ENSG00000247049	0	0.1208
ENSG00000204628	53	348.05
ENSG00000272296	8	0.55355
ENSG00000233937	51	3.619
ENSG00000183718	53	11.94
ENSG00000248275	53	20.95
ENSG00000248103	5	0.2519
ENSG00000222533	0	0
ENSG00000238035	1	0.1418
ENSG00000250765	0	0
ENSG00000230178	0	0
ENSG00000251035	0	0
ENSG00000256301	0	0
ENSG00000213285	0	0
ENSG00000271530	0	0
ENSG00000220212	0	0
ENSG00000170590	0	0
ENSG00000217929	0	0
ENSG00000218577	0	0
ENSG00000263667	0	0
ENSG00000205653	1	0
ENSG00000112679	53	24.41
ENSG00000137265	20	0.5171
ENSG00000112685	53	14.78
ENSG00000230433	0	0.1659
ENSG00000188996	8	0.46415
ENSG00000219712	0	0
ENSG00000272463	18	0.4254
ENSG00000271727	0	0.1042
ENSG00000271911	0	0.019425
ENSG00000272485	1	0.021305
ENSG00000260982	1	0
ENSG00000229796	1	0
ENSG00000270937	0	0
ENSG00000176515	1	0
ENSG00000238438	0	0
ENSG00000164379	29	2.668
ENSG00000261730	4	0.101
ENSG00000137273	40	3.284
ENSG00000243439	0	0
ENSG00000218027	1	0.10965
ENSG00000272279	34	1.3985
ENSG00000054598	49	6.241
ENSG00000112699	53	7.498
ENSG00000250903	13	0.7441
ENSG00000236086	0	0.1216
ENSG00000266252	0	0
ENSG00000272465	3	0.31685
ENSG00000164385	1	0.1596
ENSG00000228718	1	0
ENSG00000145949	29	1.1695
ENSG00000124535	53	25.5
ENSG00000021355	53	29.24
ENSG00000266750	0	0
ENSG00000230438	31	1.221
ENSG00000170542	53	8.9035
ENSG00000232999	0	0
ENSG00000228365	1	0
ENSG00000124570	52	67.97
ENSG00000244041	50	3.259
ENSG00000124588	53	26.26
ENSG00000224846	1	0
ENSG00000270346	53	2.75
ENSG00000271361	53	4.067
ENSG00000261015	52	4.1
ENSG00000232654	0	0
ENSG00000217707	0	0
ENSG00000229282	1	0
ENSG00000137275	53	26.59
ENSG00000272277	36	1.306
ENSG00000222248	1	0.2503
ENSG00000137274	52	6.555
ENSG00000228170	32	1.1575
ENSG00000137267	53	25.91
ENSG00000216819	2	0.060635
ENSG00000230269	11	0
ENSG00000137285	46	4.414
ENSG00000180822	51	3.963
ENSG00000137266	53	7.998
ENSG00000272320	21	0.8402
ENSG00000228793	7	0.15625
ENSG00000270477	0	0
ENSG00000168994	53	43.23
ENSG00000270504	48	4.402
ENSG00000219992	4	0.31825
ENSG00000238158	1	0
ENSG00000145945	53	14.74
ENSG00000233068	0	0
ENSG00000260604	4	0.064075
ENSG00000218472	0	0
ENSG00000217135	0	0
ENSG00000217566	0	0
ENSG00000216657	0	0.05185
ENSG00000145965	47	2.341
ENSG00000272248	1	0.1461
ENSG00000230648	1	0.18325
ENSG00000112739	53	32.83
ENSG00000145975	1	0.069775
ENSG00000252668	0	0
ENSG00000185689	29	1.151
ENSG00000198721	53	49.06
ENSG00000234817	1	0.1998
ENSG00000254821	1	0
ENSG00000237716	1	0
ENSG00000216307	1	0
ENSG00000231811	2	0
ENSG00000201185	0	0
ENSG00000260239	0	0
ENSG00000270695	0	0
ENSG00000260673	0	0
ENSG00000205444	0	0
ENSG00000238801	0	0
ENSG00000217385	1	0
ENSG00000153046	53	12.105
ENSG00000236336	1	0
ENSG00000217030	0	0
ENSG00000124787	52	3.844
ENSG00000272142	29	1.271
ENSG00000271978	4	0.496
ENSG00000252419	9	0.4746
ENSG00000220685	0	0.2449
ENSG00000219607	45	4.1005
ENSG00000214113	52	4.36
ENSG00000265083	0	0
ENSG00000264541	0	0
ENSG00000145982	53	9.213
ENSG00000220446	0	0
ENSG00000269985	7	0.03362
ENSG00000218574	0	0
ENSG00000270174	0	0
ENSG00000217239	0	0.09697
ENSG00000216360	0	0.1226
ENSG00000233064	0	0.095345
ENSG00000239472	0	0
ENSG00000215057	0	0
ENSG00000124785	52	22.01
ENSG00000264121	0	0
ENSG00000124491	49	12.735
ENSG00000263572	0	0
ENSG00000216863	4	0.01703
ENSG00000218868	0	0
ENSG00000112799	45	2.377
ENSG00000261211	2	0.1976
ENSG00000226281	5	0.08965
ENSG00000224532	1	0
ENSG00000219986	1	0
ENSG00000223342	0	0
ENSG00000240936	0	0
ENSG00000203498	1	0
ENSG00000251762	0	0
ENSG00000124782	52	12.805
ENSG00000225092	0	0.0585
ENSG00000201483	0	0
ENSG00000124783	53	17.91
ENSG00000238221	0	0.1201
ENSG00000164304	1	0.010685
ENSG00000219375	0	0
ENSG00000220472	28	1.069
ENSG00000230570	0	0
ENSG00000124784	53	18.015
ENSG00000233503	0	0.03012
ENSG00000219993	0	0
ENSG00000234115	0	0
ENSG00000261189	22	0.6761
ENSG00000096696	44	3.8165
ENSG00000168566	53	9.7585
ENSG00000236512	0	0.1391
ENSG00000153162	50	3.789
ENSG00000239264	53	96.05
ENSG00000217746	0	0
ENSG00000219294	1	0.01843
ENSG00000188428	53	7.011
ENSG00000124802	52	11.45
ENSG00000232234	0	0
ENSG00000234763	0	0
ENSG00000124786	53	16.16
ENSG00000251164	1	0.1311
ENSG00000230939	40	1.488
ENSG00000225775	0	0
ENSG00000181355	0	0
ENSG00000216368	0	0
ENSG00000229765	0	0
ENSG00000221583	0	0
ENSG00000216781	0	0
ENSG00000137203	15	0.3214
ENSG00000229950	11	0.3485
ENSG00000228478	0	0
ENSG00000183674	1	0
ENSG00000263705	0	0
ENSG00000229401	0	0
ENSG00000238076	0	0
ENSG00000231056	1	0
ENSG00000111846	31	1.36
ENSG00000237685	0	0
ENSG00000216359	0	0
ENSG00000217181	0	0.1017
ENSG00000205318	0	0.03299
ENSG00000137434	30	1.197
ENSG00000201048	0	0
ENSG00000111845	53	15.57
ENSG00000111843	53	95.73
ENSG00000272097	9	0.5036
ENSG00000137210	53	15.79
ENSG00000222383	3	0.3127
ENSG00000111837	6	0.3257
ENSG00000124827	1	0
ENSG00000235051	0	0.10995
ENSG00000153157	18	0.7765
ENSG00000197977	26	0.9777
ENSG00000230314	4	0
ENSG00000238896	2	0
ENSG00000224531	52	7.711
ENSG00000244476	2	0.1314
ENSG00000271245	0	0
ENSG00000247925	0	0
ENSG00000111859	53	10.27
ENSG00000233656	1	0
ENSG00000242753	1	0
ENSG00000202313	0	0
ENSG00000218020	0	0
ENSG00000205269	51	4.54
ENSG00000271897	0	0
ENSG00000207419	0	0
ENSG00000111863	13	0.2258
ENSG00000234427	0	0
ENSG00000215124	1	0
ENSG00000225102	1	0
ENSG00000229896	8	0.1018
ENSG00000095951	53	5.767
ENSG00000078401	52	9.115
ENSG00000218893	0	0
ENSG00000223321	0	0
ENSG00000212802	53	7.251
ENSG00000234015	0	0
ENSG00000112137	30	1.1
ENSG00000223291	0	0
ENSG00000206702	2	0
ENSG00000215022	22	0.8369
ENSG00000145979	53	2.871
ENSG00000272379	52	8.297
ENSG00000145990	51	8.366
ENSG00000237786	2	0.2477
ENSG00000218265	2	0.1302
ENSG00000202351	0	0
ENSG00000124523	53	8.2505
ENSG00000261071	40	1.453
ENSG00000225921	53	13.65
ENSG00000268059	0	0
ENSG00000010017	53	34.48
ENSG00000252966	0	0
ENSG00000050393	53	10.395
ENSG00000233075	0	0
ENSG00000272209	1	0.2383
ENSG00000180537	20	0.49655
ENSG00000220868	0	0
ENSG00000233981	0	0
ENSG00000112149	52	7.9035
ENSG00000238987	0	0
ENSG00000230631	1	0
ENSG00000226673	0	0
ENSG00000237346	1	0
ENSG00000234540	0	0
ENSG00000229646	0	0
ENSG00000206960	0	0
ENSG00000234261	0	0
ENSG00000216754	0	0
ENSG00000242989	0	0
ENSG00000264687	0	0
ENSG00000271888	3	0.3828
ENSG00000008083	53	8.283
ENSG00000235488	3	0.3453
ENSG00000201367	0	0
ENSG00000201519	0	0
ENSG00000047579	53	14.675
ENSG00000214027	0	0
ENSG00000232947	0	0
ENSG00000217585	0	0
ENSG00000007944	53	29.92
ENSG00000263712	0	0
ENSG00000251793	0	0
ENSG00000218073	2	0.264
ENSG00000217078	4	0.2958
ENSG00000216364	0	0
ENSG00000251831	0	0
ENSG00000207193	0	0
ENSG00000137198	53	18.41
ENSG00000124788	53	7.1875
ENSG00000265642	0	0
ENSG00000229931	49	2.408
ENSG00000272341	52	4.645
ENSG00000230873	2	0.041235
ENSG00000112183	38	3.377
ENSG00000219314	0	0
ENSG00000112186	51	13.725
ENSG00000184612	0	0.1758
ENSG00000218359	1	0
ENSG00000137414	53	24.675
ENSG00000124789	53	22.81
ENSG00000206881	0	0
ENSG00000272269	52	3.941
ENSG00000201415	0	0
ENSG00000201442	0	0
ENSG00000137177	52	14.145
ENSG00000203518	0	0
ENSG00000220920	0	0.1602
ENSG00000187566	49	1.8975
ENSG00000137364	53	12.76
ENSG00000165097	53	8.836
ENSG00000124795	53	51.32
ENSG00000199715	0	0
ENSG00000200681	0	0
ENSG00000217414	0	0
ENSG00000218976	1	0
ENSG00000137393	52	6.797
ENSG00000238458	0	0
ENSG00000207775	0	0
ENSG00000217379	0	0
ENSG00000231662	1	0
ENSG00000218643	0	0
ENSG00000201523	0	0
ENSG00000226786	30	1.2555
ENSG00000214012	0	0
ENSG00000217314	0	0
ENSG00000200957	0	0
ENSG00000237404	1	0
ENSG00000227116	1	0
ENSG00000228412	4	0.2264
ENSG00000172201	51	52.11
ENSG00000229700	1	0.3103
ENSG00000172197	44	11.75
ENSG00000227803	0	0
ENSG00000112242	53	5.671
ENSG00000240869	0	0
ENSG00000252949	0	0
ENSG00000224707	0	0
ENSG00000222431	0	0
ENSG00000201683	0	0
ENSG00000145996	53	6.9725
ENSG00000225832	0	0
ENSG00000233848	0	0
ENSG00000252046	0	0
ENSG00000227089	0	0
ENSG00000231754	2	0
ENSG00000124766	53	11.46
ENSG00000220771	0	0
ENSG00000272168	28	1.123
ENSG00000222515	0	0
ENSG00000260455	0	0.1193
ENSG00000219404	0	0
ENSG00000261568	2	0.2046
ENSG00000260049	1	0
ENSG00000172179	19	0.6102
ENSG00000112273	1	0
ENSG00000228772	0	0
ENSG00000233358	0	0
ENSG00000218476	0	0
ENSG00000207394	0	0
ENSG00000235743	1	0
ENSG00000219453	0	0
ENSG00000218512	1	0
ENSG00000220748	0	0
ENSG00000219582	0	0
ENSG00000152954	15	0.02806
ENSG00000251830	0	0
ENSG00000146038	10	0.2091
ENSG00000146049	1	0
ENSG00000202050	0	0
ENSG00000124532	53	14.09
ENSG00000112293	34	1.628
ENSG00000112294	52	9.9515
ENSG00000137261	16	0.2687
ENSG00000218186	0	0
ENSG00000111802	53	25.01
ENSG00000112304	53	7.772
ENSG00000272345	50	2.541
ENSG00000112308	53	72.04
ENSG00000272402	51	2.071
ENSG00000224164	0	0
ENSG00000218806	0	0
ENSG00000112312	53	10.31
ENSG00000260286	1	0
ENSG00000111913	49	5.13
ENSG00000263391	22	0.7803
ENSG00000217083	0	0
ENSG00000214975	43	1.2615
ENSG00000272053	7	0.18605
ENSG00000220517	2	0.03986
ENSG00000244618	1	0
ENSG00000229313	0	0
ENSG00000223623	0	0
ENSG00000230372	0	0
ENSG00000168405	52	8.371
ENSG00000219682	1	0.0866
ENSG00000262400	0	0
ENSG00000217805	0	0
ENSG00000222373	0	0
ENSG00000264238	0	0
ENSG00000219681	0	0
ENSG00000235733	1	0
ENSG00000271108	0	0
ENSG00000216718	0	0
ENSG00000213972	0	0
ENSG00000079691	51	7.855
ENSG00000207286	0	0
ENSG00000207490	0	0
ENSG00000253017	0	0
ENSG00000238322	0	0
ENSG00000079689	27	1.028
ENSG00000217408	0	0
ENSG00000164508	1	0
ENSG00000146047	1	0
ENSG00000178762	1	0
ENSG00000216436	1	0
ENSG00000146039	5	0
ENSG00000124568	3	0
ENSG00000124564	2	0.01679
ENSG00000242387	0	0
ENSG00000112337	1	0
ENSG00000112343	48	12.27
ENSG00000272065	35	1.767
ENSG00000272462	53	3.083
ENSG00000272810	23	0.67355
ENSG00000224447	0	0
ENSG00000124610	0	0
ENSG00000198366	1	0.1699
ENSG00000196176	1	0
ENSG00000124529	0	0
ENSG00000124693	1	0
ENSG00000137259	1	0
ENSG00000196226	1	0
ENSG00000234816	1	0
ENSG00000196532	2	0
ENSG00000187837	53	54.52
ENSG00000010704	40	4.047
ENSG00000197061	0	0.159
ENSG00000187475	1	0
ENSG00000180596	48	2.106
ENSG00000180573	53	21.79
ENSG00000168298	24	0.905
ENSG00000158373	53	11.48
ENSG00000217159	0	0
ENSG00000197697	7	0.3158
ENSG00000188987	1	0.08434
ENSG00000216331	7	0.2943
ENSG00000197409	25	0.982
ENSG00000196866	0	0
ENSG00000197846	10	0.2351
ENSG00000217275	7	0.2615
ENSG00000198518	24	0.8741
ENSG00000187990	39	1.5895
ENSG00000168274	42	1.837
ENSG00000196966	24	0.93005
ENSG00000218281	0	0
ENSG00000124575	8	0.2314
ENSG00000198327	0	0
ENSG00000124578	0	0
ENSG00000256316	1	0
ENSG00000197459	12	0.2494
ENSG00000256018	1	0
ENSG00000218690	0	0
ENSG00000168242	0	0
ENSG00000158406	51	3.434
ENSG00000220875	0	0
ENSG00000252399	0	0
ENSG00000186470	53	13.8
ENSG00000215979	0	0
ENSG00000124508	52	5.378
ENSG00000026950	53	16.39
ENSG00000124549	35	2.416
ENSG00000111801	53	11.58
ENSG00000112763	53	28.71
ENSG00000124557	0	0.05228
ENSG00000199289	0	0
ENSG00000228223	50	6.533
ENSG00000261353	50	6.577
ENSG00000182952	53	51.83
ENSG00000146109	53	21.71
ENSG00000271071	0	0
ENSG00000218346	0	0
ENSG00000233631	7	0.5542
ENSG00000181315	50	3.045
ENSG00000261584	49	3.2515
ENSG00000241549	15	0.6314
ENSG00000243307	1	0
ENSG00000224843	4	0.3422
ENSG00000272312	2	0.1238
ENSG00000238621	5	0.3146
ENSG00000220581	0	0
ENSG00000216762	0	0
ENSG00000219770	0	0
ENSG00000222800	0	0
ENSG00000272468	8	0.55305
ENSG00000124635	30	1.189
ENSG00000196787	5	0.3407
ENSG00000197903	53	46.755
ENSG00000198339	7	0.4854
ENSG00000184825	2	0.09742
