drug	category
tolazoline	Heterocyclic Compounds, 1-Ring
tolazoline	Hypotensive Agents
tolazoline	Imidazoles
tolazoline	Imidazoline Derivatives
tolazoline	Imidazolines
tolazoline	Musculo-Skeletal System
tolazoline	Neurotransmitter Agents
tolazoline	Peripheral Vasodilators
tolazoline	Topical Products for Joint and Muscular Pain
tolazoline	Vasodilating Agents
paroxetine	Anticholinergic Agents
paroxetine	Antidepressive Agents
paroxetine	Antidepressive Agents, Second-Generation
paroxetine	Central Nervous System Agents
paroxetine	Central Nervous System Depressants
paroxetine	Chemically-Induced Disorders
paroxetine	Combined Inhibitors of Serotonin/Norepinephrine Reuptake
paroxetine	Cytochrome P-450 CYP2D6 Inhibitors
paroxetine	Cytochrome P-450 CYP2D6 Inhibitors (strong)
paroxetine	Cytochrome P-450 CYP2D6 Substrates
paroxetine	Cytochrome P-450 Enzyme Inhibitors
paroxetine	Drug-Related Side Effects and Adverse Reactions
paroxetine	Enzyme Inhibitors
paroxetine	Heterocyclic Compounds
paroxetine	Heterocyclic Compounds, 1-Ring
paroxetine	Membrane Transport Modulators
paroxetine	Metabolic Side Effects of Drugs and Substances
paroxetine	Muscarinic Antagonists
paroxetine	Nervous System
paroxetine	Neurotransmitter Agents
paroxetine	Neurotransmitter Uptake Inhibitors
paroxetine	P-glycoprotein/ABCB1 Inhibitors
paroxetine	Piperidines
paroxetine	Potential QTc-Prolonging Agents
paroxetine	Psychoanaleptics
paroxetine	Psychotropic Drugs
paroxetine	QTc Prolonging Agents
paroxetine	Selective Serotonin Reuptake Inhibitors
paroxetine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
paroxetine	Serotonin Agents
paroxetine	Serotonin Modulators
ambrosia acanthicarpa pollen	Non-Standardized Pollen Allergenic Extract
anthrax vaccine	Live Attenuated Bacillus Anthracis Vaccine
anthrax vaccine	Live vaccines
anthrax vaccine	Vaccines
adinazolam	Anti-Anxiety Agents
adinazolam	Antidepressive Agents
adinazolam	Benzazepines
adinazolam	Benzodiazepines and benzodiazepine derivatives
adinazolam	Central Nervous System Agents
adinazolam	Central Nervous System Depressants
adinazolam	Heterocyclic Compounds
adinazolam	Heterocyclic Compounds, 2-Ring
adinazolam	Nervous System
adinazolam	Psycholeptics
adinazolam	Psychotropic Drugs
adinazolam	Triazolobenzodiazepines
ibutilide	Amides
ibutilide	Antiarrhythmic agents
ibutilide	Antiarrhythmics, Class I and III
ibutilide	Antiarrhythmics, Class III
ibutilide	Cardiac Therapy
ibutilide	Cardiovascular Agents
ibutilide	Cardiovascular System
ibutilide	Class III Antiarrythmics
ibutilide	Highest Risk QTc-Prolonging Agents
ibutilide	QTc Prolonging Agents
ibutilide	Sulfones
ibutilide	Sulfur Compounds
cephaloridine	Amides
cephaloridine	Anti-Bacterial Agents
cephaloridine	Anti-Infective Agents
cephaloridine	Antibacterials for Systemic Use
cephaloridine	Antiinfectives for Systemic Use
cephaloridine	Aza Compounds
cephaloridine	Azabicyclo Compounds
cephaloridine	beta-Lactams
cephaloridine	Bicyclo Compounds
cephaloridine	Bicyclo Compounds, Heterocyclic
cephaloridine	Bridged Compounds
cephaloridine	Cephalosporins
cephaloridine	First-Generation Cephalosporins
cephaloridine	Heterocyclic Compounds
cephaloridine	Heterocyclic Compounds, 1-Ring
cephaloridine	Heterocyclic Compounds, 2-Ring
cephaloridine	Heterocyclic Compounds, Bridged-Ring
cephaloridine	Hydrocarbons
cephaloridine	Hydrocarbons, Cyclic
cephaloridine	Lactams
cephaloridine	OAT1 Substrates
cephaloridine	OAT3 Substrates
cephaloridine	Polycyclic Compounds
cephaloridine	Sulfur Compounds
cephaloridine	Thiazines
nefazodone	Adrenergic alpha-1 Receptor Antagonists
nefazodone	Adrenergic alpha-2 Receptor Antagonists
nefazodone	Adrenergic alpha-Antagonists
nefazodone	Adrenergic Antagonists
nefazodone	Analgesics
nefazodone	Antidepressive Agents
nefazodone	Antidepressive Agents, Second-Generation
nefazodone	Antidepressive Agents, Triazolopyridine
nefazodone	Azoles
nefazodone	Central Nervous System Agents
nefazodone	Central Nervous System Depressants
nefazodone	Combined Inhibitors of Serotonin/Norepinephrine Reuptake
nefazodone	Cytochrome P-450 CYP3A Inhibitors
nefazodone	Cytochrome P-450 CYP3A Inhibitors (strong)
nefazodone	Cytochrome P-450 CYP3A Substrates
nefazodone	Cytochrome P-450 CYP3A4 Inhibitors
nefazodone	Cytochrome P-450 CYP3A4 Inhibitors (strong)
nefazodone	Cytochrome P-450 CYP3A4 Substrates
nefazodone	Cytochrome P-450 CYP3A5 Inhibitors (strong)
nefazodone	Cytochrome P-450 Enzyme Inhibitors
nefazodone	Heterocyclic Compounds
nefazodone	Heterocyclic Compounds, 1-Ring
nefazodone	Nervous System
nefazodone	P-glycoprotein/ABCB1 Inducers
nefazodone	Psychoanaleptics
nefazodone	Psychotropic Drugs
nefazodone	Selective Serotonin Reuptake Inhibitors
nefazodone	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
nefazodone	Serotonin 5-HT1 Receptor Antagonists
nefazodone	Serotonin 5-HT2 Receptor Antagonists
nefazodone	Serotonin Modulators
nefazodone	Serotonin Receptor Antagonists
vismodegib	Amides
vismodegib	Antineoplastic Agents
vismodegib	Antineoplastic and Immunomodulating Agents
vismodegib	BCRP/ABCG2 Inhibitors
vismodegib	Cytochrome P-450 Enzyme Inhibitors
vismodegib	Hedgehog Pathway Inhibitor
vismodegib	Heterocyclic Compounds
vismodegib	Heterocyclic Compounds, 1-Ring
vismodegib	P-glycoprotein/ABCB1 Substrates
cotton	Non-Standardized Plant Fiber Allergenic Extract
lemon	Non-Standardized Food Allergenic Extract
dequalinium	Anti-Infective Agents
dequalinium	Anti-Infective Agents, Local
dequalinium	Antiseptics and Disinfectants
dequalinium	Dermatologicals
dequalinium	Genito Urinary System and Sex Hormones
dequalinium	Gynecological Antiinfectives and Antiseptics
dequalinium	Heterocyclic Compounds
dequalinium	Heterocyclic Compounds, 2-Ring
dequalinium	Miscellaneous Anti-infectives
dequalinium	Quinoline Derivatives
dequalinium	Quinolines
dequalinium	Quinolinium Compounds
dequalinium	Respiratory System
dequalinium	Throat Preparations
gramicidin d	Amino Acids, Peptides, and Proteins
gramicidin d	Anti-Bacterial Agents
gramicidin d	Anti-Infective Agents
gramicidin d	Anti-Infective Agents, Local
gramicidin d	Macrocyclic Compounds
gramicidin d	Membrane Proteins
gramicidin d	P-glycoprotein/ABCB1 Inhibitors
gramicidin d	P-glycoprotein/ABCB1 Substrates
gramicidin d	Peptides
gramicidin d	Peptides, Cyclic
gramicidin d	Polycyclic Compounds
gramicidin d	Pore Forming Cytotoxic Proteins
gramicidin d	Proteins
gramicidin d	Respiratory System
gramicidin d	Throat Preparations
gramicidin d	Tyrothricin
levobupivacaine	Acids, Heterocyclic
levobupivacaine	Amides
levobupivacaine	Anesthetics
levobupivacaine	Anesthetics, Local
levobupivacaine	Anilides
levobupivacaine	Central Nervous System Agents
levobupivacaine	Cytochrome P-450 CYP1A2 Substrates
levobupivacaine	Heterocyclic Compounds
levobupivacaine	Heterocyclic Compounds, 1-Ring
levobupivacaine	Hypotensive Agents
levobupivacaine	Nervous System
levobupivacaine	Peripheral Nervous System Agents
levobupivacaine	Pipecolic Acids
levobupivacaine	Piperidines
levobupivacaine	Sensory System Agents
quercus lobata pollen	Non-Standardized Pollen Allergenic Extract
avena sativa pollen	Non-Standardized Pollen Allergenic Extract
asparaginase escherichia coli	Amidohydrolases
asparaginase escherichia coli	Antineoplastic Agents
asparaginase escherichia coli	Antineoplastic and Immunomodulating Agents
asparaginase escherichia coli	Asparagine-specific Enzyme
asparaginase escherichia coli	Enzymes
asparaginase escherichia coli	Enzymes and Coenzymes
asparaginase escherichia coli	Hydrolases
estradiol acetate	BCRP/ABCG2 Inhibitors
estradiol acetate	Cytochrome P-450 CYP1A2 Substrates
estradiol acetate	Cytochrome P-450 Enzyme Inducers
estradiol acetate	Cytochrome P-450 Enzyme Inhibitors
estradiol acetate	Estrogens
estradiol acetate	P-glycoprotein/ABCB1 Substrates
estradiol acetate	UGT1A1 Substrates
plasma protein fraction (human)	Albumins
plasma protein fraction (human)	Amino Acids, Peptides, and Proteins
plasma protein fraction (human)	Biomimetic Materials
plasma protein fraction (human)	Blood Derivatives
plasma protein fraction (human)	Blood Proteins
plasma protein fraction (human)	Blood Substitutes
plasma protein fraction (human)	Globulins
plasma protein fraction (human)	Hematologic Agents
plasma protein fraction (human)	Hemostatics
plasma protein fraction (human)	Manufactured Materials
plasma protein fraction (human)	Plasma Substitutes
plasma protein fraction (human)	Proteins
plasma protein fraction (human)	Technology, Industry, and Agriculture
atlantic cod	Non-Standardized Food Allergenic Extract
octreotide	Amino Acids, Peptides, and Proteins
octreotide	Antineoplastic Agents
octreotide	Antineoplastic Agents, Hormonal
octreotide	Bradycardia-Causing Agents
octreotide	Gastrointestinal Agents
octreotide	Hyperglycemia-Associated Agents
octreotide	Hypoglycemia-Associated Agents
octreotide	Hypothalamic Hormones
octreotide	Macrocyclic Compounds
octreotide	Miscellaneous Therapeutic Agents
octreotide	P-glycoprotein/ABCB1 Substrates
octreotide	Peptides
octreotide	Peptides, Cyclic
octreotide	Pituitary and Hypothalamic Hormones and Analogues
octreotide	Polycyclic Compounds
octreotide	Potential QTc-Prolonging Agents
octreotide	QTc Prolonging Agents
octreotide	Somatostatin and Analogues
octreotide	Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
meningococcal group c polysaccharide	Antigens
meningococcal group c polysaccharide	Antigens, Bacterial
meningococcal group c polysaccharide	Biological Factors
meningococcal group c polysaccharide	Carbohydrates
meningococcal group c polysaccharide	Neisseria meningitidis
meningococcal group c polysaccharide	Polysaccharides
lisuride	Alkaloids
lisuride	Analgesics
lisuride	Anti-Dyskinesia Agents
lisuride	Anti-Parkinson Drugs
lisuride	Antimigraine Preparations
lisuride	Central Nervous System Agents
lisuride	Cytochrome P-450 CYP3A Substrates
lisuride	Cytochrome P-450 CYP3A4 Substrates
lisuride	Dopamine Agents
lisuride	Dopamine Agonists
lisuride	Dopamine Antagonists
lisuride	Dopamine D2 Receptor Agonists
lisuride	Ergolines
lisuride	Ergot Alkaloids and Derivatives
lisuride	Genito Urinary System and Sex Hormones
lisuride	Heterocyclic Compounds
lisuride	Heterocyclic Compounds with 4 or More Rings
lisuride	Nervous System
lisuride	Neurotransmitter Agents
lisuride	Prolactine Inhibitors
lisuride	Serotonin 5-HT1 Receptor Agonists
lisuride	Serotonin 5-HT2 Receptor Agonists
lisuride	Serotonin 5-HT2 Receptor Antagonists
lisuride	Serotonin Agents
lisuride	Serotonin Receptor Agonists
lisuride	Serotonin Receptor Antagonists
levobunolol	Adrenergic Agents
levobunolol	Adrenergic Antagonists
levobunolol	Adrenergic beta-Antagonists
levobunolol	Alcohols
levobunolol	Amines
levobunolol	Amino Alcohols
levobunolol	Antiglaucoma Preparations and Miotics
levobunolol	Autonomic Agents
levobunolol	Beta-adrenergic Agents
levobunolol	Bradycardia-Causing Agents
levobunolol	Bunolol
levobunolol	Hydrocarbons
levobunolol	Hydrocarbons, Aromatic
levobunolol	Hydrocarbons, Cyclic
levobunolol	Hypotensive Agents
levobunolol	Naphthalenes
levobunolol	Neurotransmitter Agents
levobunolol	Ophthalmologicals
levobunolol	Peripheral Nervous System Agents
levobunolol	Phenoxypropanolamines
levobunolol	Polycyclic Compounds
levobunolol	Polycyclic Hydrocarbons, Aromatic
levobunolol	Propanolamines
levobunolol	Propanols
levobunolol	Sensory Organs
levobunolol	Sympatholytics
levobunolol	Tetrahydronaphthalenes
hydrocortamate	Cytochrome P-450 Enzyme Inducers
levosalbutamol	Adrenergic Agonists
levosalbutamol	Adrenergic beta-2 Receptor Agonists
levosalbutamol	Adrenergic beta-Agonists
levosalbutamol	Agents to Treat Airway Disease
levosalbutamol	Albuterol
levosalbutamol	Alcohols
levosalbutamol	Amines
levosalbutamol	Amino Alcohols
levosalbutamol	Cytochrome P-450 Enzyme Inhibitors
levosalbutamol	Ethanolamines
levosalbutamol	Ethylamines
levosalbutamol	OATP1B1/SLCO1B1 Substrates
levosalbutamol	Phenethylamines
pilocarpine	Alkaloids
pilocarpine	Antiglaucoma Preparations and Miotics
pilocarpine	Autonomic Agents
pilocarpine	Cholinergic Agents
pilocarpine	Cholinergic Agonists
pilocarpine	Cholinergic Receptor Agonist
pilocarpine	Cytochrome P-450 Enzyme Inhibitors
pilocarpine	Heterocyclic Compounds
pilocarpine	Miotics
pilocarpine	Muscarinic Agonists
pilocarpine	Nervous System
pilocarpine	Neurotransmitter Agents
pilocarpine	Ophthalmologicals
pilocarpine	Parasympathomemetic (Cholinergic) Agents
pilocarpine	Parasympathomimetics
pilocarpine	Peripheral Nervous System Agents
pilocarpine	Sensory Organs
coagulation factor vii human	Amino Acids, Peptides, and Proteins
coagulation factor vii human	Biological Factors
coagulation factor vii human	Blood Coagulation Factors
coagulation factor vii human	Blood Proteins
coagulation factor vii human	Proteins
miglitol	Alimentary Tract and Metabolism
miglitol	Alkaloids
miglitol	Blood Glucose Lowering Agents
miglitol	Carbohydrates
miglitol	Drugs Used in Diabetes
miglitol	Enzyme Inhibitors
miglitol	Glycoside Hydrolase Inhibitors
miglitol	Heterocyclic Compounds
miglitol	Heterocyclic Compounds, 1-Ring
miglitol	Imines
miglitol	Imino Pyranoses
miglitol	Imino Sugars
miglitol	Monosaccharides
miglitol	Oral Hypoglycemics
miglitol	Piperidines
quercus rubra pollen	Non-Standardized Pollen Allergenic Extract
glatiramer	Adjuvants, Immunologic
glatiramer	Amino Acids, Peptides, and Proteins
glatiramer	Antineoplastic and Immunomodulating Agents
glatiramer	Antirheumatic Agents
glatiramer	Immunologic Factors
glatiramer	Immunomodulatory Agents
glatiramer	Immunosuppressive Agents
glatiramer	Membrane Proteins
glatiramer	Peptides
glatiramer	Proteins
glatiramer	T-Lymphocytes, Helper-Inducer, immunology
glatiramer	Vesicular Transport Proteins
lactic acid	Basic Ointments and Protectants
lactic acid	Carboxylic Acids
lactic acid	Genito Urinary System and Sex Hormones
lactic acid	Gynecological Antiinfectives and Antiseptics
lactic acid	Hydroxy Acids
lactic acid	Lactates
lactic acid	Miscellaneous Local Anti-infectives
lactic acid	Organic Acids
pinus sylvestris pollen	Non-Standardized Pollen Allergenic Extract
atlantic salmon	Non-Standardized Food Allergenic Extract
fludrocortisone	11-Hydroxycorticosteroids
fludrocortisone	17-Hydroxycorticosteroids
fludrocortisone	Adrenal Cortex Hormones
fludrocortisone	Adrenals
fludrocortisone	Anti-Inflammatory Agents
fludrocortisone	Corticosteroids
fludrocortisone	Corticosteroids for Systemic Use
fludrocortisone	Corticosteroids for Systemic Use, Plain
fludrocortisone	Hormones
fludrocortisone	Hormones, Hormone Substitutes, and Hormone Antagonists
fludrocortisone	Hydrocortisone
fludrocortisone	Hydroxycorticosteroids
fludrocortisone	Hyperglycemia-Associated Agents
fludrocortisone	Immunosuppressive Agents
fludrocortisone	Mineralocorticoids
fludrocortisone	Ophthalmological and Otological Preparations
fludrocortisone	Ophthalmologicals
fludrocortisone	Otologicals
fludrocortisone	Polycyclic Compounds
fludrocortisone	Pregnanes
fludrocortisone	Pregnenediones
fludrocortisone	Pregnenes
fludrocortisone	Sensory Organs
fludrocortisone	Steroids
fludrocortisone	Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
mirabegron	Adrenergic Agents
mirabegron	Adrenergic Agonists
mirabegron	Adrenergic beta-3 Receptor Agonists
mirabegron	Adrenergic beta-Agonists
mirabegron	Amides
mirabegron	Anilides
mirabegron	Azoles
mirabegron	Cytochrome P-450 CYP2D6 Inhibitors
mirabegron	Cytochrome P-450 CYP2D6 Inhibitors (moderate)
mirabegron	Cytochrome P-450 Enzyme Inhibitors
mirabegron	Drugs for Urinary Frequency and Incontinence
mirabegron	Genito Urinary System and Sex Hormones
mirabegron	Heterocyclic Compounds
mirabegron	Heterocyclic Compounds, 1-Ring
mirabegron	Neurotransmitter Agents
mirabegron	P-glycoprotein/ABCB1 Substrates
mirabegron	Potential QTc-Prolonging Agents
mirabegron	QTc Prolonging Agents
mirabegron	Selective Beta 3-adrenergic Agonists
mirabegron	Sulfur Compounds
mirabegron	Urological Agents
mirabegron	Urologicals
sodium acetate	Acetates
sodium acetate	Acetic Acid
sodium acetate	Acids, Acyclic
sodium acetate	Blood and Blood Forming Organs
sodium acetate	Blood Substitutes and Perfusion Solutions
sodium acetate	Carboxylic Acids
sodium acetate	Electrolyte Solutions
sodium acetate	Fatty Acids
sodium acetate	Fatty Acids, Volatile
sodium acetate	I.V. Solution Additives
sodium acetate	Lipids
sodium acetate	Replacement Preparations
fructose	Carbohydrates
fructose	Diet, Food, and Nutrition
fructose	Flavoring Agents
fructose	Food
fructose	Food Additives
fructose	Food and Beverages
fructose	General Nutrients
fructose	Hexoses
fructose	Ketoses
fructose	Monosaccharides
fructose	Physiological Phenomena
fructose	Specialty Uses of Chemicals
fructose	Sweetening Agents
l-threonine	Amino Acids
l-threonine	Amino Acids, Essential
l-threonine	Amino Acids, Neutral
l-threonine	Amino Acids, Peptides, and Proteins
l-threonine	Dietary Supplements
l-threonine	Supplements
amphetamine	Adrenergic Agents
amphetamine	Adrenergic Uptake Inhibitors
amphetamine	Amines
amphetamine	Amphetamines
amphetamine	Antidepressive Agents
amphetamine	Autonomic Agents
amphetamine	Central Nervous System Agents
amphetamine	Central Nervous System Depressants
amphetamine	Central Nervous System Stimulants
amphetamine	Centrally Acting Sympathomimetics
amphetamine	Cytochrome P-450 Enzyme Inhibitors
amphetamine	Dopamine Agents
amphetamine	Dopamine Uptake Inhibitors
amphetamine	Ethylamines
amphetamine	Membrane Transport Modulators
amphetamine	Monoamine Oxidase Inhibitors
amphetamine	Nervous System
amphetamine	Neurotransmitter Agents
amphetamine	Neurotransmitter Uptake Inhibitors
amphetamine	Peripheral Nervous System Agents
amphetamine	Phenethylamines
amphetamine	Psychoanaleptics
amphetamine	Psychostimulants, Agents Used for Adhd and Nootropics
amphetamine	Sympathomimetics
enasidenib	Amines
enasidenib	BCRP/ABCG2 Inhibitors
enasidenib	BCRP/ABCG2 Substrates
enasidenib	Cytochrome P-450 CYP1A2 Substrates
enasidenib	Cytochrome P-450 Enzyme Inducers
enasidenib	Cytochrome P-450 Enzyme Inhibitors
enasidenib	Heterocyclic Compounds
enasidenib	Heterocyclic Compounds, 1-Ring
enasidenib	Isocitrate Dehydrogenase 2 Inhibitor
enasidenib	P-glycoprotein/ABCB1 Inhibitors
enasidenib	Pyridines
enasidenib	UGT1A1 Inhibitors
enasidenib	UGT1A1 Substrates
ibritumomab tiuxetan	Amino Acids, Peptides, and Proteins
ibritumomab tiuxetan	Antibodies
ibritumomab tiuxetan	Antigens, CD20
ibritumomab tiuxetan	Blood Proteins
ibritumomab tiuxetan	Globulins
ibritumomab tiuxetan	Immunoglobulins
ibritumomab tiuxetan	Immunoproteins
ibritumomab tiuxetan	Immunosuppressive Agents
ibritumomab tiuxetan	Lymphoma, B-Cell
ibritumomab tiuxetan	Myelosuppressive Agents
ibritumomab tiuxetan	Proteins
ibritumomab tiuxetan	Serum Globulins
ibritumomab tiuxetan	Therapeutic Radiopharmaceuticals
ibritumomab tiuxetan	Various Therapeutic Radiopharmaceuticals
ibritumomab tiuxetan	Yttrium Radioisotopes
pepsin	Alimentary Tract and Metabolism
pepsin	Aspartic Acid Endopeptidases
pepsin	Aspartic Acid Proteases
pepsin	Digestives, Incl. Enzymes
pepsin	Endopeptidases
pepsin	Enzyme Preparations
pepsin	Enzymes
pepsin	Enzymes and Coenzymes
pepsin	Gastrointestinal Agents
pepsin	Hydrolases
pepsin	Peptide Hydrolases
hexylcaine	Amines
hexylcaine	Cyclohexanes
hexylcaine	Cycloparaffins
hexylcaine	Hydrocarbons
hexylcaine	Hydrocarbons, Alicyclic
hexylcaine	Hydrocarbons, Cyclic
hexylcaine	Macrocyclic Compounds
hexylcaine	Polycyclic Compounds
sorghum bicolor subsp. drummondii pollen	Grass Pollen Allergen Extracts
sorghum bicolor subsp. drummondii pollen	Non-Standardized Pollen Allergenic Extract
levodopa	Amines
levodopa	Amino Acids
levodopa	Amino Acids, Aromatic
levodopa	Amino Acids, Cyclic
levodopa	Amino Acids, Essential
levodopa	Amino Acids, Peptides, and Proteins
levodopa	Anti-Dyskinesia Agents
levodopa	Anti-Parkinson Agents (Dopamine Agonist)
levodopa	Anti-Parkinson Drugs
levodopa	Biogenic Amines
levodopa	Biogenic Monoamines
levodopa	Catecholamines
levodopa	Central Nervous System Agents
levodopa	Central Nervous System Depressants
levodopa	Dihydroxyphenylalanine
levodopa	Dopa and Dopa Derivatives
levodopa	Dopamine Agents
levodopa	Dopamine Agonists
levodopa	Dopamine D1 Receptor Agonists
levodopa	Dopamine D2 Receptor Agonists
levodopa	Hypotensive Agents
levodopa	Nervous System
levodopa	Neurotransmitter Agents
levodopa	Phenylalanine
levodopa	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
levodopa	Tyrosine
zidovudine	Anti-HIV Agents
zidovudine	Anti-Infective Agents
zidovudine	Anti-Retroviral Agents
zidovudine	Antiinfectives for Systemic Use
zidovudine	Antimetabolites
zidovudine	Antiviral Agents
zidovudine	Antivirals for Systemic Use
zidovudine	BCRP/ABCG2 Substrates
zidovudine	Carbohydrates
zidovudine	Deoxyribonucleosides
zidovudine	Dideoxynucleosides
zidovudine	Direct Acting Antivirals
zidovudine	Enzyme Inhibitors
zidovudine	Glycosides
zidovudine	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
zidovudine	Heterocyclic Compounds
zidovudine	Heterocyclic Compounds, 1-Ring
zidovudine	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
zidovudine	Immunosuppressive Agents
zidovudine	Myelosuppressive Agents
zidovudine	Noxae
zidovudine	Nucleic Acid Synthesis Inhibitors
zidovudine	Nucleic Acids, Nucleotides, and Nucleosides
zidovudine	Nucleoside and Nucleotide Reverse Transcriptase Inhibitors
zidovudine	Nucleoside Reverse Transcriptase Inhibitors
zidovudine	Nucleosides
zidovudine	OAT1 Substrates
zidovudine	OAT3 Substrates
zidovudine	P-glycoprotein/ABCB1 Substrates
zidovudine	Pyrimidine Nucleosides
zidovudine	Pyrimidines
zidovudine	Reverse Transcriptase Inhibitors
zidovudine	Thymidine
zidovudine	Toxic Actions
zidovudine	UGT1A1 Inducers
zidovudine	UGT1A1 Substrates
artemisia californica pollen	Non-Standardized Pollen Allergenic Extract
palmitic acid	Enzyme Inhibitors
palmitic acid	Fatty Acids
palmitic acid	Lipids
palmitic acid	Palmitic Acids
iopamidol	Acids, Carbocyclic
iopamidol	Benzene Derivatives
iopamidol	Benzoates
iopamidol	Carboxylic Acids
iopamidol	Contrast Media
iopamidol	Diagnostic Uses of Chemicals
iopamidol	Hydrocarbons
iopamidol	Hydrocarbons, Aromatic
iopamidol	Hydrocarbons, Cyclic
iopamidol	Iodinated Contrast Agents
iopamidol	Iodobenzoates
iopamidol	Radiographic Contrast Agent
iopamidol	Roentgenography
iopamidol	Specialty Uses of Chemicals
iopamidol	Triiodobenzoic Acids
iopamidol	Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media
iopamidol	X-Ray Contrast Media, Iodinated
levosimendan	Antiarrhythmic agents
levosimendan	Cardiac Stimulants Excl. Cardiac Glycosides
levosimendan	Cardiac Therapy
levosimendan	Cardiotonic Agents
levosimendan	Cardiovascular Agents
levosimendan	Cardiovascular System
levosimendan	Enzyme Inhibitors
levosimendan	Heterocyclic Compounds
levosimendan	Heterocyclic Compounds, 1-Ring
levosimendan	Hydrazines
levosimendan	Hypotensive Agents
levosimendan	Phosphodiesterase 3 Inhibitors
levosimendan	Phosphodiesterase Inhibitors
levosimendan	Protective Agents
levosimendan	Specialty Uses of Chemicals
levosimendan	Vasodilating Agents
red snapper	Non-Standardized Food Allergenic Extract
house dust	Complex Mixtures
house dust	Non-Standardized House Dust Allergenic Extract
house dust	Particulate Matter
ixekizumab	Amino Acids, Peptides, and Proteins
ixekizumab	Antibodies
ixekizumab	Antibodies, Monoclonal
ixekizumab	Blood Proteins
ixekizumab	Globulins
ixekizumab	Immunoglobulins
ixekizumab	Immunoproteins
ixekizumab	Interleukin-17A Antagonist
ixekizumab	Misc. Skin and Mucous Membrane Agents
ixekizumab	Proteins
ixekizumab	Serum Globulins
testosterone enantate benzilic acid hydrazone	Androstanes
testosterone enantate benzilic acid hydrazone	Androstenes
testosterone enantate benzilic acid hydrazone	Androstenols
testosterone enantate benzilic acid hydrazone	Gonadal Hormones
testosterone enantate benzilic acid hydrazone	Gonadal Steroid Hormones
testosterone enantate benzilic acid hydrazone	Hormones
testosterone enantate benzilic acid hydrazone	Hormones, Hormone Substitutes, and Hormone Antagonists
testosterone enantate benzilic acid hydrazone	Polycyclic Compounds
testosterone enantate benzilic acid hydrazone	Steroids
testosterone enantate benzilic acid hydrazone	Testosterone Congeners
indapamide	Amides
indapamide	Antihypertensive Agents
indapamide	Cardiovascular Agents
indapamide	Cardiovascular System
indapamide	Diuretics
indapamide	Genito Urinary System and Sex Hormones
indapamide	Gynecological Antiinfectives and Antiseptics
indapamide	Heterocyclic Compounds
indapamide	Heterocyclic Compounds, 2-Ring
indapamide	Hyperglycemia-Associated Agents
indapamide	Hypotensive Agents
indapamide	Indoles
indapamide	Low-Ceiling Diuretics, Excl. Thiazides
indapamide	Membrane Transport Modulators
indapamide	Natriuretic Agents
indapamide	Non Potassium Sparing Diuretics
indapamide	Potential QTc-Prolonging Agents
indapamide	QTc Prolonging Agents
indapamide	Sodium Chloride Symporter Inhibitors
indapamide	Sulfonamides
indapamide	Sulfonamides, Plain
indapamide	Sulfones
indapamide	Sulfur Compounds
indapamide	Thiazide-like Diuretic
flucytosine	Anti-Infective Agents
flucytosine	Antifungal Agents
flucytosine	Antifungals for Dermatological Use
flucytosine	Antifungals for Topical Use
flucytosine	Antiinfectives for Systemic Use
flucytosine	Antimetabolites
flucytosine	Antimycotics for Systemic Use
flucytosine	Cytosine
flucytosine	Dermatologicals
flucytosine	Heterocyclic Compounds
flucytosine	Heterocyclic Compounds, 1-Ring
flucytosine	Immunosuppressive Agents
flucytosine	Myelosuppressive Agents
flucytosine	Noxae
flucytosine	Nucleoside Analog Antifungal
flucytosine	Pyrimidines
flucytosine	Pyrimidinones
flucytosine	Toxic Actions
geotrichum candidum	Non-Standardized Fungal Allergenic Extract
factor ix complex (human)	Amino Acids, Peptides, and Proteins
factor ix complex (human)	Biological Factors
factor ix complex (human)	Blood Coagulation Factors
factor ix complex (human)	Blood Proteins
factor ix complex (human)	Proteins
olaratumab	Amino Acids, Peptides, and Proteins
olaratumab	Antibodies
olaratumab	Antineoplastic Agents
olaratumab	Blood Proteins
olaratumab	Globulins
olaratumab	Immunoglobulins
olaratumab	Immunoproteins
olaratumab	Proteins
olaratumab	Serum Globulins
cerivastatin	Anticholesteremic Agents
cerivastatin	BCRP/ABCG2 Substrates
cerivastatin	Cardiovascular System
cerivastatin	Cytochrome P-450 CYP2C8 Substrates
cerivastatin	Cytochrome P-450 Enzyme Inducers
cerivastatin	Cytochrome P-450 Enzyme Inhibitors
cerivastatin	Enzyme Inhibitors
cerivastatin	Heterocyclic Compounds
cerivastatin	Heterocyclic Compounds, 1-Ring
cerivastatin	Hydroxymethylglutaryl-CoA Reductase Inhibitors
cerivastatin	Hypolipidemic Agents
cerivastatin	Lipid Modifying Agents
cerivastatin	Lipid Modifying Agents, Plain
cerivastatin	Lipid Regulating Agents
cerivastatin	Noxae
cerivastatin	OATP1B1/SLCO1B1 Substrates
cerivastatin	P-glycoprotein/ABCB1 Substrates
cerivastatin	Toxic Actions
